,Compound,Date,Negative,Neutral,Positive,Tweets ago,tweet_text,twitter source account
29,0.0,2018-04-09 17:19:34,0.0,1.0,0.0,29,MOMENTS AGO: Sen. Bill Nelson (D-FL) discusses meeting with Facebook CEO Mark Zuckerberg ahead of his congressional… https://t.co/R7JfdgovvL,@CBSNews
30,-0.25,2018-04-09 17:15:32,0.13,0.802,0.068,30,"Topless protestor charges Bill Cosby with ""Women's Lives Matter"" painted on her chest https://t.co/V6Mg4WIXcC https://t.co/Bi15PvmamV",@CBSNews
31,-0.4939,2018-04-09 17:01:01,0.259,0.741,0.0,31,Former manager says he warned Facebook about potential privacy risks in 2012 https://t.co/8ZNoas1iFj https://t.co/M6NqfugA48,@CBSNews
32,0.0,2018-04-09 16:45:55,0.0,1.0,0.0,32,"""Tony Robbins, if you talk to more SURVIVORS and less sexist businessmen maybe you'll understand what we want,""… https://t.co/KiBOv1rlhq",@CBSNews
33,-0.6124,2018-04-09 16:15:01,0.312,0.688,0.0,33,Pres. Trump confers with military on suspected gas attack in Syria https://t.co/25vr1d7xPe https://t.co/TrdrCYuFAp,@CBSNews
34,0.0,2018-04-09 16:10:50,0.0,1.0,0.0,34,"""Nothing is off the table"" in response to Syria, @POTUS says. ""The generals will figure it out over the next 24 hou… https://t.co/BNkvf136oZ",@CBSNews
35,0.0772,2018-04-09 16:09:43,0.0,0.942,0.058,35,"""If during the course of the negotiation [with China] they want to hit farmers because they think that hits me, I w… https://t.co/lq3DYQIjaR",@CBSNews
36,0.2724,2018-04-09 16:05:44,0.0,0.905,0.095,36,".@POTUS says he and Chinese President Xi Jinping are ""very good friends,"" but ""with that being said, China is takin… https://t.co/JqXrCEbwu5",@CBSNews
37,0.0,2018-04-09 16:03:25,0.0,1.0,0.0,37,"""If it is Russia, if it is Syria , if it is Iran, if it is all of them together, we will figure it out and we will… https://t.co/fTnAdlmlwt",@CBSNews
38,0.0,2018-04-09 16:00:37,0.0,1.0,0.0,38,"The Trump brothers' business trip to Dubai just cost taxpayers $73,000. https://t.co/weCZigp3SC https://t.co/LDtwGvlsgB",@CBSNews
39,0.0,2018-04-09 15:57:42,0.0,1.0,0.0,39,"WATCH: ""We are studying that situation extremely closely. We are meeting with our military and everyone else that w… https://t.co/lgm7XcH3vN",@CBSNews
40,-0.8225,2018-04-09 15:45:01,0.388,0.612,0.0,40,"Remains of Navy seaman killed in Pearl Harbor attack identified, military says https://t.co/WU0H6VSOp8 https://t.co/tUipUHTsYD",@CBSNews
41,0.0,2018-04-09 15:30:02,0.0,1.0,0.0,41,Toddler hit in the head by oxygen canister on American Airlines flight https://t.co/h86MMLUcMT https://t.co/1tT2fWiOX6,@CBSNews
42,0.0,2018-04-09 15:15:01,0.0,1.0,0.0,42,"""Still Standing"": Sir Elton John talks stellar career and farewell tour on @CBSThisMorning https://t.co/f4FpOifCGH https://t.co/N89MZFt61d",@CBSNews
43,0.128,2018-04-09 15:00:24,0.0,0.914,0.086,43,"Asked about potential airstrikes against Syria's Assad regime, U.S. Defense Secretary James Mattis replied: ""I don’… https://t.co/ER57YHYwNW",@CBSNews
44,0.0,2018-04-09 14:45:02,0.0,1.0,0.0,44,First look at the 2019 Chevy Camaro: General Motors has taken extraordinary measures to keep the reboot of the clas… https://t.co/WC0PBfqIVp,@CBSNews
45,-0.2263,2018-04-09 14:30:01,0.174,0.826,0.0,45,Apple co-founder protests Facebook by closing his account https://t.co/Qbz1SSmfrn https://t.co/sorVxVlqmI,@CBSNews
46,-0.7269,2018-04-09 14:15:01,0.337,0.663,0.0,46,Dozens of students hurt when bus roof sheared off in overpass crash https://t.co/IiFLHDLT0u https://t.co/NoMlbo0mN7,@CBSNews
47,0.4588,2018-04-09 13:45:02,0.0,0.857,0.143,47,"Republicans return to work with Trump agenda in mind, scrambling to compile a to-do list to satisfy a president the… https://t.co/qP7KZjEu7q",@CBSNews
48,0.5106,2018-04-09 13:30:01,0.0,0.784,0.216,48,"After pulling Facebook ads, Mozilla exec says trust ""isn't being earned"" https://t.co/Boo2oRO2Z9 https://t.co/XiwijxW0nd",@CBSNews
49,-0.6808,2018-04-09 13:15:01,0.295,0.705,0.0,49,"Trump says ""to hell with it"" about staff advice: AP https://t.co/xG62YDP4d3 https://t.co/JXzrtfllrT",@CBSNews
50,-0.6369,2018-04-09 13:01:01,0.349,0.521,0.13,50,President Trump seeks to ease fears about trade war with China https://t.co/AVB1SflRFT https://t.co/elYHUMvYkj,@CBSNews
51,0.5719,2018-04-09 12:46:06,0.0,0.856,0.144,51,"Music icon Elton John has nine #1 hits and has won 5 Grammys, an Oscar and a Tony. After touring the world for near… https://t.co/cYJfd2mH7V",@CBSNews
52,0.0772,2018-04-09 12:41:01,0.107,0.769,0.124,52,Self-help guru Tony Robbins asks for forgiveness after making controversial comments about #MeToo movement… https://t.co/pW57b4UUgF,@CBSNews
53,0.0,2018-04-09 12:37:22,0.0,1.0,0.0,53,Facebook CEO Mark Zuckerberg will testify before 3 Congressional committees in 2 hearings this week on how his comp… https://t.co/XAW1qLYaPY,@CBSNews
54,0.0,2018-04-09 12:34:09,0.0,1.0,0.0,54,Here’s a look at some of this morning’s headlines on @CBSThisMorning https://t.co/v5AuJ1FIfW,@CBSNews
55,0.0,2018-04-09 12:24:20,0.0,1.0,0.0,55,"First on @CBSThisMorning, a look at the 2019 Chevy Camaro before its public debut. General Motors has taken extraor… https://t.co/Eu6SMklbv9",@CBSNews
56,0.8225,2018-04-09 12:21:01,0.0,0.725,0.275,56,"“Captain America” is now the Masters champion. Patrick Reed, 27, has won his first major title at the Masters in Au… https://t.co/vvQIt7Ai4i",@CBSNews
57,0.25,2018-04-09 12:15:59,0.112,0.728,0.16,57,"A new memorial in Montgomery, Alabama features a tribute honoring thousands of victims of lynching. The memorial is… https://t.co/rMwwqAL4tf",@CBSNews
58,-0.0516,2018-04-09 12:05:10,0.118,0.773,0.109,58,U.S. officials say President Trump will wait for Monday's emergency meeting of the U.N. Security Council before dec… https://t.co/6VQsjm7ySK,@CBSNews
59,-0.6542,2018-04-09 12:01:43,0.229,0.771,0.0,59,"Missiles struck an air base in central Syria early Monday, but the Pentagon quickly denied claims from Syrian state… https://t.co/oAXBXxenos",@CBSNews
60,0.0,2018-04-09 11:52:01,0.0,1.0,0.0,60,Here’s a look at some of this morning’s headlines on @CBSThisMorning https://t.co/MLnHneRJq0,@CBSNews
61,0.0,2018-04-09 11:43:18,0.0,1.0,0.0,61,Facebook CEO Mark Zuckerberg prepares to testify to congress this week. Cambridge Analytica improperly obtained pri… https://t.co/ojHgr3qtLo,@CBSNews
62,0.0,2018-04-09 11:41:01,0.0,1.0,0.0,62,"Chuck McCann, the zany comic who hosted a children's television show in the 1960s before branching out as a charact… https://t.co/pf8IrSi2Ak",@CBSNews
63,-0.4215,2018-04-09 11:34:10,0.167,0.833,0.0,63,"Self-help guru Tony Robbins is apologizing for comments he made criticizing the ""Me Too"" movement. At one of his ev… https://t.co/ft7E7qZgRs",@CBSNews
64,0.0,2018-04-09 11:33:14,0.0,1.0,0.0,64,"Here are three things you should know this morning:
1⃣U.S. National Guard on Mexico Border
2⃣Gas prices surge
3⃣""Bl… https://t.co/FCNW0XzrCg",@CBSNews
65,-0.5423,2018-04-09 11:21:01,0.226,0.774,0.0,65,"Iran: U.S. would ""regret"" violating nuke deal in ""less than a week"" https://t.co/MLTlaJGkDU https://t.co/PGlQxhswQP",@CBSNews
66,-0.5859,2018-04-09 11:18:11,0.174,0.826,0.0,66,Opening statements are expected to begin Monday in Bill Cosby's sexual assault re-trial. The first trial ended last… https://t.co/H8SBPK067X,@CBSNews
67,-0.7845,2018-04-09 11:16:41,0.266,0.734,0.0,67,An investigation is underway into the deadly fire at New York City’s Trump Tower. One 67-year-old man was killed an… https://t.co/bWRPaa8IhZ,@CBSNews
68,-0.9485,2018-04-09 11:14:57,0.542,0.458,0.0,68,"A vigil was held to mourn victims of a devastating bus crash in Saskatchewan, Canada. Fifteen people were killed wh… https://t.co/E0Pk8FZXrZ",@CBSNews
69,-0.4019,2018-04-09 11:13:59,0.109,0.891,0.0,69,44 people are injured after a bus full of high school students crashed in New York. The group was being picked up a… https://t.co/t3lNytN75o,@CBSNews
70,0.0,2018-04-09 11:13:24,0.0,1.0,0.0,70,Facebook CEO Mark Zuckerberg will testify Tuesday before Congress on how his company handles its users' data. Lawma… https://t.co/3HKwkCu838,@CBSNews
71,-0.1531,2018-04-09 11:12:02,0.15,0.728,0.121,71,"Facebook has suspended another data collecting firm on Monday. ""Cubeyou"" reportedly acted a lot like Cambridge Anal… https://t.co/GINx04Btbi",@CBSNews
72,0.3612,2018-04-09 11:10:14,0.0,0.889,0.111,72,White house officials say North Korea has confirmed that dictator Kim Jong Un is ready to discuss removing all nucl… https://t.co/zwZF3DAd90,@CBSNews
73,0.0,2018-04-09 11:07:50,0.0,1.0,0.0,73,U.S. officials say President Trump will wait for Monday's U.N. meeting before deciding on a U.S. response to appare… https://t.co/04P4VFyB6X,@CBSNews
74,-0.9022,2018-04-09 11:05:53,0.482,0.518,0.0,74,International outrage and threats of retaliation follow the latest apparent chemical weapons attack by Syria's gove… https://t.co/fOHrbhCNMh,@CBSNews
75,-0.4767,2018-04-09 11:01:01,0.205,0.795,0.0,75,U.N. to hold dual meetings about alleged chemical attack in Syria https://t.co/GxoWNhP6hr https://t.co/fvUJoFRXDZ,@CBSNews
76,0.0,2018-04-09 10:56:34,0.0,1.0,0.0,76,Mark Zuckerberg will give testimony to 3 congressional committees in two hearings. Sandy Parakilas led the team at… https://t.co/mzMtnm8R9n,@CBSNews
77,-0.6808,2018-04-09 10:41:01,0.187,0.813,0.0,77,"Commentary: Trump's Syria quandary
The president wants to get out of Syria, but he also wants to punish the ""animal… https://t.co/jKqzfUu6C4",@CBSNews
78,0.0,2018-04-09 10:35:01,0.0,1.0,0.0,78,The international community is vowing to respond after the Syrian government allegedly carried out another deadly c… https://t.co/9Y6h9mqWFf,@CBSNews
79,-0.5106,2018-04-09 10:21:01,0.281,0.719,0.0,79,"U.S. denies missile strike in Syria, Russia says Israel did it https://t.co/kRbMm7ZN49 https://t.co/VLXCz8zDLU",@CBSNews
80,0.0,2018-04-09 10:03:04,0.0,1.0,0.0,80,Howard University sit-in ends after record 9 days https://t.co/atXWIAoa27 https://t.co/CaFW7YDIVs,@CBSNews
81,0.2023,2018-04-09 09:48:03,0.0,0.878,0.122,81,"Transcript: Treasury Secretary Steven Mnuchin on ""Face the Nation,"" April 8, 2018 https://t.co/UBqcSb6Cg3 https://t.co/oBBjZbelMp",@CBSNews
82,0.0,2018-04-09 09:33:04,0.0,1.0,0.0,82,"Transcript: Sen. John Kennedy on ""Face the Nation,"" April 8, 2018 https://t.co/rwYbEb11EH https://t.co/br8Cm9MbDn",@CBSNews
83,0.0,2018-04-09 09:18:07,0.0,1.0,0.0,83,Who is Steve Spurrier? https://t.co/TSmuwDTq9G https://t.co/xIvrtgiaq2,@CBSNews
84,-0.5423,2018-04-09 09:10:06,0.226,0.774,0.0,84,"Iran: U.S. would ""regret"" violating nuke deal in ""less than a week"" https://t.co/ADxcfiDA09 https://t.co/vKqbq7EQxX",@CBSNews
85,0.0,2018-04-09 09:03:04,0.0,1.0,0.0,85,What has Mark Zuckerberg learned from Facebook's data controversy? https://t.co/B4s7aW9cUb https://t.co/10ifIl7403,@CBSNews
86,-0.34,2018-04-09 08:48:03,0.228,0.633,0.139,86,"AG Sessions orders ""zero tolerance"" policy on illegal border crossings https://t.co/kvomKDHPPz https://t.co/ds6QpfDm83",@CBSNews
87,-0.6124,2018-04-09 08:33:03,0.325,0.55,0.125,87,Al Sharpton and Parkland shooting survivor announce June rally against gun violence https://t.co/XwivxaMyAj https://t.co/sO9OWoEsYi,@CBSNews
88,-0.4588,2018-04-09 08:18:03,0.25,0.75,0.0,88,Nine West declares bankruptcy as retailer failures continue https://t.co/JjDpyMmy9t https://t.co/Fy1hz9aHku,@CBSNews
89,-0.5423,2018-04-09 08:03:04,0.259,0.741,0.0,89,Will Blake Farenthold reimburse taxpayers for $84K harassment settlement? https://t.co/FTdcr7v4Kj https://t.co/uaYVTKBqdj,@CBSNews
90,0.3182,2018-04-09 07:48:03,0.14,0.585,0.275,90,Jimmy Kimmel apologizes for gay joke amid feud with Sean Hannity https://t.co/cTsfPlAQfx https://t.co/rKFVAyYNk0,@CBSNews
91,0.4939,2018-04-09 07:33:03,0.0,0.738,0.262,91,House Oversight Committee reviewing Scott Pruitt condo agreement https://t.co/MxutbCKt9P https://t.co/llok4WMTlL,@CBSNews
92,-0.6705,2018-04-09 07:18:03,0.282,0.718,0.0,92,Miami dad arrested after 8-year-old son brings loaded gun to school in book bag https://t.co/MrvudqGcYv https://t.co/KXkAy6cclm,@CBSNews
93,0.0,2018-04-09 07:14:03,0.0,1.0,0.0,93,"Chuck McCann, comic and actor, dies at 83 https://t.co/PHsCpUHCZU https://t.co/1ASSxKiZny",@CBSNews
94,0.0,2018-04-09 07:03:05,0.0,1.0,0.0,94,Baby delivered after pregnant woman is shot in head in Ohio https://t.co/3pcoOdAAyM https://t.co/1jZjojle47,@CBSNews
95,0.0,2018-04-09 06:48:03,0.0,1.0,0.0,95,"Tina Fey brings her ""Mean Girls"" to Broadway https://t.co/kDnPu0si7B https://t.co/I4nA5uShCO",@CBSNews
96,0.0,2018-04-09 06:33:03,0.0,1.0,0.0,96,"Facebook suspends another data analytics firm, AggregateIQ https://t.co/hMdIUzp7YO https://t.co/3PoJHszLW2",@CBSNews
97,-0.4588,2018-04-09 06:18:03,0.333,0.667,0.0,97,"Doctors warn of ""second wave"" of the flu https://t.co/pRL0psS6jK https://t.co/9TClNHXHvm",@CBSNews
98,-0.836,2018-04-09 06:03:03,0.56,0.44,0.0,98,Man arrested for Indianapolis knife attack that injured 3 https://t.co/KCNY0VL7Uj https://t.co/19Wy9FKJwE,@CBSNews
99,-0.8271,2018-04-09 05:48:04,0.391,0.609,0.0,99,Criminal minds: Inside the head of a man authorities believe to be a killer https://t.co/GGlwhl5zeb https://t.co/cz4pO3qWEW,@CBSNews
0,0.0,2018-04-09 21:25:46,0.0,1.0,0.0,0,"The nonpartisan Congressional Budget Office has released its 10-year budget and economic outlook, and it projects t… https://t.co/qwSccoJfeO",@CNN
1,-0.4588,2018-04-09 21:12:14,0.218,0.704,0.077,1,The biggest Black Lives Matter page on Facebook is fake https://t.co/exaqtOt1mR https://t.co/3Cvgp6Hkl6,@CNN
2,0.0,2018-04-09 21:00:54,0.0,1.0,0.0,2,"First Fortune 500 Latina CEO Geisha Williams tells @PoppyHarlowCNN why she believes immigrants are a ""secret weapon… https://t.co/WFwj5wxrzs",@CNN
3,-0.4215,2018-04-09 20:54:26,0.209,0.697,0.094,3,"The monster responsible for these attacks has no conscience. “The Russian regime, whose hands are all covered in th… https://t.co/DUu8ANs470",@CNN
4,0.0,2018-04-09 20:48:09,0.0,1.0,0.0,4,"JUST IN: President Trump has been watching TV reports of the FBI raiding the office of Michael Cohen, his longtime… https://t.co/ypHS41Y9yG",@CNN
5,0.0,2018-04-09 20:41:22,0.0,1.0,0.0,5,"""This is war."" @BillKristol says he thinks the FBI raiding Trump attorney Michael Cohen's office ""shows that we are… https://t.co/7NGqVCX68E",@CNN
6,0.0,2018-04-09 20:34:48,0.0,1.0,0.0,6,"RT @CNNMoney: Dow finishes up 46 points after most of a 440-point rally melts away. Nasdaq closes up 0.5%, S&amp;P 500 up 0.3%. https://t.co/qR…",@CNN
7,-0.5267,2018-04-09 20:32:47,0.206,0.794,0.0,7,"“Only a monster targets civilians and then ensures that there are no ambulances to transfer the wounded, no hospita… https://t.co/En2Bf3vwAH",@CNN
8,0.0,2018-04-09 20:19:46,0.0,1.0,0.0,8,"BREAKING: The FBI raided the office of the President's longtime attorney and confidant, Michael Cohen, the New York… https://t.co/A0Xx3te0hz",@CNN
9,0.4939,2018-04-09 19:59:45,0.0,0.868,0.132,9,Porn star Stormy Daniels said in a new court filing that she would not have signed a hush agreement in 2016 had she… https://t.co/9WYYthR8h1,@CNN
10,0.0,2018-04-09 19:52:46,0.0,1.0,0.0,10,Donald Trump just made the Masters all about him | Analysis by @CillizzaCNN https://t.co/hGcUTaTwTj https://t.co/HGVQNlCbhd,@CNN
11,-0.4019,2018-04-09 19:39:14,0.174,0.731,0.096,11,"White House press secretary Sarah Sanders on Trump's debunked voter fraud claim: ""The President still strongly feel… https://t.co/jgybW3E0FJ",@CNN
12,0.0,2018-04-09 19:33:53,0.0,1.0,0.0,12,"Apple co-founder Steve Wozniak says he's ""disgusted"" by how Facebook handles personal information, and that he deac… https://t.co/nQCRJjlbPF",@CNN
13,-0.4767,2018-04-09 19:27:43,0.154,0.846,0.0,13,Facebook has suspended another data analytics company following allegations that it misled its users over how their… https://t.co/ngLR7ZO2hR,@CNN
14,-0.6124,2018-04-09 19:18:26,0.217,0.783,0.0,14,RT @CNNPolitics: Sanders on whether Trump’s attitude toward Russian President Vladimir Putin has changed after the suspected attack in Syri…,@CNN
15,0.0,2018-04-09 19:10:07,0.0,1.0,0.0,15,The Democratic case against impeaching President Trump | Analysis by @CillizzaCNN https://t.co/iJhkbkgwiN https://t.co/Gne816Sdqz,@CNN
16,0.0,2018-04-09 19:00:45,0.192,0.58,0.228,16,RT @CNNPolitics: Sanders: “Signaling we want to remove our troops in no way degrades our ability to hold parties responsible” https://t.co/…,@CNN
17,0.0,2018-04-09 19:00:06,0.0,1.0,0.0,17,"As images of Syrian children gasping and convulsing spread around the world, President Trump and other internationa… https://t.co/RdfRTlBJQ0",@CNN
18,-0.7845,2018-04-09 18:59:12,0.331,0.669,0.0,18,White House press secretary Sarah Sanders on the suspected chemical weapons attack in Syria: “As President Trump cl… https://t.co/OobP8EM9Tf,@CNN
19,0.0,2018-04-09 18:51:32,0.0,1.0,0.0,19,White House press secretary Sarah Sanders talks to reporters after President Trump said he would make a decision so… https://t.co/f0GqzDioAR,@CNN
20,-0.802,2018-04-09 18:50:04,0.387,0.613,0.0,20,"Sean Hannity, who mocked Michelle Obama, says it's wrong to mock Melania Trump | via @CNNopinion… https://t.co/qWhCeSNLgG",@CNN
21,0.6808,2018-04-09 18:40:04,0.0,0.781,0.219,21,Prince Harry and Meghan Markle are asking people who wish to send them a wedding gift to consider donating to one o… https://t.co/NHkoaY67G8,@CNN
22,-0.0772,2018-04-09 18:30:10,0.075,0.925,0.0,22,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films… https://t.co/K3YcmgZUNa",@CNN
23,0.4767,2018-04-09 18:28:00,0.0,0.86,0.14,23,A bodyguard for boxing champ Floyd Mayweather is recovering at an Atlanta hospital after being shot in the leg outs… https://t.co/ojVt62HPF5,@CNN
24,-0.6705,2018-04-09 18:20:11,0.184,0.816,0.0,24,"Gassed where they had hidden, Syrian families were killed in minutes.

11 people from one family and eight from ano… https://t.co/01Z01avB0K",@CNN
25,-0.2263,2018-04-09 18:10:07,0.095,0.905,0.0,25,"David Hogg, one of Marjory Stoneman Douglas High School's most visible student activists, will postpone his first y… https://t.co/oketcR6Acj",@CNN
26,0.0,2018-04-09 18:00:12,0.0,1.0,0.0,26,"Illinois Democratic Sen. Tammy Duckworth gave birth to a baby girl Monday, her office announced, the first US senat… https://t.co/G8vl4Vc2CV",@CNN
27,0.0,2018-04-09 17:56:36,0.0,1.0,0.0,27,"RT @CNNPolitics: Sen. Bill Nelson: If we don’t act on Facebook, “none of us are going to have any privacy anymore” https://t.co/j2vKcfuFuo",@CNN
28,0.2023,2018-04-09 17:50:03,0.0,0.913,0.087,28,The federal government's top voice on ethics sent a letter to the EPA outlining areas of concern regarding agency c… https://t.co/GQcZs2YBFN,@CNN
29,-0.6486,2018-04-09 17:40:10,0.261,0.739,0.0,29,"Voters in Anchorage, Alaska, narrowly reject a proposal to restrict bathroom access for transgender people, the fir… https://t.co/1XDALjEFwm",@CNN
30,0.5379,2018-04-09 17:30:07,0.0,0.812,0.188,30,"Why Rick Scott's Senate candidacy is very, very good news for Republicans | Analysis by @CillizzaCNN… https://t.co/pGpb2HfJQz",@CNN
31,-0.7096,2018-04-09 17:20:12,0.224,0.776,0.0,31,"Just before Bill Cosby walked into court Monday morning, a topless protester with ""Cosby rapist"" and women's names… https://t.co/dEBpuMfsbD",@CNN
32,0.0,2018-04-09 17:10:08,0.0,1.0,0.0,32,The stock market can't figure out President Trump's trade policy https://t.co/HAB2bsxco0 https://t.co/UoCsLTvhKE,@CNN
33,-0.0258,2018-04-09 17:00:12,0.154,0.647,0.199,33,Pope Francis says helping the poor and migrants is as important as opposing abortion https://t.co/B9rmyQdHgS https://t.co/XtVV4kelqz,@CNN
34,-0.6705,2018-04-09 16:51:12,0.184,0.816,0.0,34,At least 23 schoolchildren were among those killed Monday in northern India after their bus skidded off the road an… https://t.co/67yfiJaJxX,@CNN
35,0.0,2018-04-09 16:43:03,0.0,1.0,0.0,35,Some Facebook users can now see whether their data may have been obtained by political data firm Cambridge Analytic… https://t.co/HFVSiXVeK4,@CNN
36,-0.0772,2018-04-09 16:36:26,0.129,0.756,0.116,36,Mark Zuckerberg has a clear message for Congress in the wake of the Cambridge Analytica scandal: It's my fault:… https://t.co/sl6PxaHXyO,@CNN
37,-0.802,2018-04-09 16:24:03,0.366,0.551,0.083,37,"President Trump strongly condemns the ""atrocious"" chemical weapons attack in Syria and says a decision on US action… https://t.co/wBVvORqpm0",@CNN
38,-0.4215,2018-04-09 16:15:27,0.216,0.69,0.095,38,"Does Putin bear responsibility for the suspected chemical attack in Syria?

President Trump: “He may, yeah, he may.… https://t.co/tmDaXti97p",@CNN
39,0.0,2018-04-09 16:06:04,0.0,1.0,0.0,39,President Trump: “We’ll be making some major decisions over the next 24 to 48 hours” on a US response to the suspec… https://t.co/iSTwBp9FOX,@CNN
40,-0.5106,2018-04-09 16:00:37,0.155,0.845,0.0,40,"President Trump condemns the “heinous attack” on Syrian civilians: “This is about humanity... If it’s Russia, if it… https://t.co/vQxuUYgOo0",@CNN
41,0.0,2018-04-09 15:51:28,0.0,1.0,0.0,41,"Facebook CEO Mark Zuckerberg is on Capitol Hill to meet with lawmakers, including members of committees holding hea… https://t.co/vTmwxfTEHS",@CNN
42,-0.802,2018-04-09 15:50:06,0.387,0.613,0.0,42,"Sean Hannity, who mocked Michelle Obama, says it's wrong to mock Melania Trump | via @CNNopinion… https://t.co/AgR2qL6zuv",@CNN
43,-0.5423,2018-04-09 15:40:08,0.231,0.769,0.0,43,"Oklahoma teachers continue their walkout for a sixth day today, maintaining their pressure on state legislators for… https://t.co/Jppkmfi74G",@CNN
44,0.0258,2018-04-09 15:30:10,0.059,0.876,0.064,44,"Rick Scott is the toughest challenger Bill Nelson has faced for Florida Senate, but Nelson's still a slight favorit… https://t.co/EHq9izkgN9",@CNN
45,0.0,2018-04-09 15:20:12,0.0,1.0,0.0,45,What cities and states are doing about guns since the Parkland shooting https://t.co/vngGcWVQF7 https://t.co/9chaUhwhAl,@CNN
46,-0.4588,2018-04-09 15:12:03,0.16,0.84,0.0,46,The FDA worried this drug was risky. Now doctors are concerned about the report of more than 700 deaths in the less… https://t.co/esK5Q2wVDM,@CNN
47,0.6808,2018-04-09 15:07:36,0.0,0.781,0.219,47,People from both Canada and the United States are sharing photos of hockey sticks left on porches as a tribute to p… https://t.co/ubUTEoRBxU,@CNN
48,-0.6597,2018-04-09 15:03:51,0.252,0.748,0.0,48,"A disaster was narrowly averted in eastern India on Saturday after a runaway train carrying up to 1,000 passengers… https://t.co/3DeQiqTNRR",@CNN
